sale_id,product_id,product_name,category,employee_id,employee_name,quantity,unit_price,discount,total,sale_date,region
SALE02976,PRD0163,Electronics Lite 163,Electronics,222,David Smith,7,208.21,0.03,1413.75,2023-03-07,West
SALE02977,PRD0185,Clothing Lite 185,Clothing,625,Matthew Martinez,1,573.27,0.23,441.42,2023-07-29,South
SALE02978,PRD0196,Books Classic 196,Books,779,Jane Williams,2,690.98,0.03,1340.5,2023-11-20,West
SALE02979,PRD0122,Books Classic 122,Books,458,John Miller,1,519.26,0.29,368.67,2023-06-16,East
SALE02980,PRD0024,Home Pro 24,Home,305,Michael Miller,4,943.79,0.09,3435.4,2023-09-12,East
SALE02981,PRD0094,Books Lite 94,Books,79,Sarah Martinez,10,454.11,0.08,4177.81,2023-09-25,North
SALE02982,PRD0028,Clothing Pro 28,Clothing,998,Matthew Rodriguez,3,628.15,0.04,1809.07,2023-12-06,West
SALE02983,PRD0099,Toys Max 99,Toys,31,Jessica Garcia,4,12.84,0.25,38.52,2023-06-28,North
SALE02984,PRD0010,Food Classic 10,Food,862,John Smith,7,907.9,0.06,5973.98,2023-07-31,North
SALE02985,PRD0045,Toys Lite 45,Toys,824,Sarah Rodriguez,7,788.89,0.11,4914.78,2023-02-28,West
SALE02986,PRD0019,Clothing Ultra 19,Clothing,699,Amanda Johnson,1,341.89,0.04,328.21,2023-10-14,East
SALE02987,PRD0154,Electronics Lite 154,Electronics,52,Sarah Davis,5,608.95,0.23,2344.46,2023-07-16,West
SALE02988,PRD0146,Clothing Plus 146,Clothing,587,Amanda Smith,1,621.13,0.02,608.71,2023-07-06,East
SALE02989,PRD0108,Food Plus 108,Food,824,Sarah Rodriguez,2,68.65,0.19,111.21,2023-03-08,West
SALE02990,PRD0057,Food Lite 57,Food,533,Amanda Williams,7,69.37,0.28,349.62,2023-10-16,East
SALE02991,PRD0037,Toys Max 37,Toys,232,Matthew Jones,2,390.78,0.19,633.06,2023-06-14,South
SALE02992,PRD0132,Electronics Ultra 132,Electronics,245,David Martinez,6,531.37,0.04,3060.69,2023-09-03,West
SALE02993,PRD0011,Clothing Ultra 11,Clothing,226,Jessica Johnson,3,351.61,0.23,812.22,2023-12-16,North
SALE02994,PRD0070,Books Plus 70,Books,698,Michael Williams,7,158.5,0.05,1054.02,2023-05-10,West
SALE02995,PRD0127,Food Pro 127,Food,763,Matthew Davis,7,354.99,0.18,2037.64,2023-12-28,North
SALE02996,PRD0183,Toys Classic 183,Toys,920,Jessica Rodriguez,5,864.73,0.17,3588.63,2023-10-03,North
SALE02997,PRD0084,Toys Plus 84,Toys,382,Jane Davis,8,307.35,0.2,1967.04,2023-07-11,South
SALE02998,PRD0111,Electronics Plus 111,Electronics,608,Emily Jones,8,964.44,0.1,6943.97,2023-06-30,East
SALE02999,PRD0106,Electronics Lite 106,Electronics,391,Sarah Brown,4,95.07,0.02,372.67,2023-08-05,West
SALE03000,PRD0180,Electronics Lite 180,Electronics,446,John Martinez,3,243.89,0.03,709.72,2023-09-20,South
SALE03001,PRD0140,Food Ultra 140,Food,594,Jane Miller,1,596.46,0.05,566.64,2023-07-14,West
SALE03002,PRD0026,Clothing Lite 26,Clothing,289,David Rodriguez,2,550.24,0.26,814.36,2023-03-28,East
SALE03003,PRD0117,Home Lite 117,Home,969,Amanda Miller,8,760.17,0.23,4682.65,2023-09-14,North
SALE03004,PRD0181,Home Ultra 181,Home,591,Amanda Jones,6,503.53,0.07,2809.7,2023-08-09,North
SALE03005,PRD0123,Home Lite 123,Home,877,Emily Johnson,6,764.88,0.22,3579.64,2023-01-14,North
SALE03006,PRD0194,Clothing Pro 194,Clothing,426,Emily Brown,3,605.74,0.05,1726.36,2023-12-26,West
SALE03007,PRD0017,Toys Pro 17,Toys,529,Sarah Smith,2,34.52,0.07,64.21,2023-03-10,North
SALE03008,PRD0056,Food Pro 56,Food,663,Chris Jones,9,900.75,0.13,7052.87,2023-02-28,West
SALE03009,PRD0194,Clothing Pro 194,Clothing,82,Jessica Martinez,3,605.74,0.03,1762.7,2023-09-20,East
SALE03010,PRD0100,Electronics Classic 100,Electronics,474,Amanda Martinez,8,619.04,0.25,3714.24,2023-09-28,East
SALE03011,PRD0028,Clothing Pro 28,Clothing,973,Emily Jones,9,628.15,0.05,5370.68,2023-09-26,West
SALE03012,PRD0056,Food Pro 56,Food,925,Michael Williams,2,900.75,0.24,1369.14,2023-10-29,West
SALE03013,PRD0162,Home Pro 162,Home,784,Jessica Miller,5,691.49,0.05,3284.58,2023-09-16,South
SALE03014,PRD0009,Food Lite 9,Food,436,Michael Jones,9,177.47,0.23,1229.87,2023-10-12,East
SALE03015,PRD0022,Home Classic 22,Home,767,Matthew Brown,6,544.88,0.15,2778.89,2023-04-27,South
SALE03016,PRD0165,Food Classic 165,Food,364,John Smith,1,218.11,0.18,178.85,2023-04-04,East
SALE03017,PRD0199,Toys Max 199,Toys,695,Amanda Martinez,10,152.82,0.27,1115.59,2023-07-13,East
SALE03018,PRD0048,Clothing Classic 48,Clothing,906,Jessica Smith,1,371.11,0.0,371.11,2023-03-11,North
SALE03019,PRD0123,Home Lite 123,Home,791,Chris Martinez,5,764.88,0.01,3786.16,2023-03-11,South
SALE03020,PRD0041,Food Lite 41,Food,709,Michael Davis,9,505.65,0.06,4277.8,2023-09-08,South
SALE03021,PRD0135,Books Plus 135,Books,936,Michael Rodriguez,6,361.74,0.25,1627.83,2023-06-23,North
SALE03022,PRD0056,Food Pro 56,Food,680,Jane Garcia,8,900.75,0.19,5836.86,2023-04-04,South
SALE03023,PRD0111,Electronics Plus 111,Electronics,275,Michael Miller,2,964.44,0.04,1851.72,2023-12-31,North
SALE03024,PRD0161,Electronics Plus 161,Electronics,960,Amanda Jones,7,498.33,0.16,2930.18,2023-04-25,North
SALE03025,PRD0129,Food Max 129,Food,205,Amanda Williams,2,698.9,0.27,1020.39,2023-10-01,East
SALE03026,PRD0110,Books Ultra 110,Books,368,David Smith,6,226.13,0.19,1098.99,2023-01-26,West
SALE03027,PRD0168,Home Classic 168,Home,388,Sarah Brown,4,685.65,0.29,1947.25,2023-01-09,West
SALE03028,PRD0181,Home Ultra 181,Home,490,John Miller,10,503.53,0.03,4884.24,2023-03-06,West
SALE03029,PRD0070,Books Plus 70,Books,415,Chris Martinez,5,158.5,0.08,729.1,2023-09-22,East
SALE03030,PRD0115,Home Ultra 115,Home,980,Sarah Davis,6,698.07,0.17,3476.39,2023-09-19,East
SALE03031,PRD0167,Electronics Max 167,Electronics,181,Matthew Johnson,7,547.61,0.18,3143.28,2023-12-14,East
SALE03032,PRD0154,Electronics Lite 154,Electronics,853,Sarah Brown,8,608.95,0.0,4871.6,2023-07-06,West
SALE03033,PRD0059,Food Ultra 59,Food,75,John Brown,8,270.24,0.1,1945.73,2023-02-13,South
SALE03034,PRD0086,Clothing Ultra 86,Clothing,670,David Jones,8,954.2,0.24,5801.54,2023-07-20,East
SALE03035,PRD0081,Clothing Max 81,Clothing,52,Sarah Davis,9,346.05,0.2,2491.56,2023-12-10,South
SALE03036,PRD0127,Food Pro 127,Food,81,Michael Rodriguez,8,354.99,0.15,2413.93,2023-06-03,West
SALE03037,PRD0139,Electronics Lite 139,Electronics,728,John Garcia,3,890.61,0.01,2645.11,2023-06-17,North
SALE03038,PRD0038,Clothing Classic 38,Clothing,363,David Brown,10,857.99,0.17,7121.32,2023-08-15,West
SALE03039,PRD0153,Books Lite 153,Books,408,Matthew Smith,4,729.74,0.29,2072.46,2023-02-01,South
SALE03040,PRD0179,Food Lite 179,Food,624,Jane Williams,7,682.16,0.28,3438.09,2023-05-06,East
SALE03041,PRD0078,Food Ultra 78,Food,992,Matthew Johnson,8,413.44,0.25,2480.64,2023-12-17,North
SALE03042,PRD0072,Toys Classic 72,Toys,254,Sarah Miller,9,303.8,0.06,2570.15,2023-02-23,West
SALE03043,PRD0187,Electronics Ultra 187,Electronics,955,Amanda Johnson,6,76.92,0.16,387.68,2023-12-31,East
SALE03044,PRD0089,Books Classic 89,Books,875,John Miller,4,600.78,0.16,2018.62,2023-12-04,South
SALE03045,PRD0004,Food Classic 4,Food,975,Jessica Jones,10,194.76,0.06,1830.74,2023-05-01,West
SALE03046,PRD0193,Food Plus 193,Food,349,Michael Smith,1,541.0,0.17,449.03,2023-02-09,South
SALE03047,PRD0055,Food Classic 55,Food,198,Amanda Davis,9,952.31,0.14,7370.88,2023-08-10,West
SALE03048,PRD0165,Food Classic 165,Food,554,Jessica Miller,8,218.11,0.29,1238.86,2023-05-24,South
SALE03049,PRD0079,Clothing Lite 79,Clothing,280,David Davis,10,697.35,0.22,5439.33,2023-02-05,North
SALE03050,PRD0023,Toys Plus 23,Toys,746,Jane Williams,9,225.74,0.23,1564.38,2023-08-03,West
SALE03051,PRD0200,Food Ultra 200,Food,270,John Martinez,1,450.99,0.21,356.28,2023-01-19,South
SALE03052,PRD0131,Electronics Lite 131,Electronics,203,Emily Garcia,7,221.99,0.07,1445.15,2023-07-30,North
SALE03053,PRD0034,Books Ultra 34,Books,284,Jessica Brown,9,636.91,0.18,4700.4,2023-09-16,North
SALE03054,PRD0112,Books Pro 112,Books,938,Amanda Williams,10,820.78,0.05,7797.41,2023-09-25,East
SALE03055,PRD0164,Toys Pro 164,Toys,524,Matthew Jones,3,566.55,0.19,1376.72,2023-09-09,North
SALE03056,PRD0097,Toys Lite 97,Toys,442,Michael Johnson,4,51.42,0.05,195.4,2023-01-01,East
SALE03057,PRD0192,Home Plus 192,Home,484,Chris Miller,9,802.97,0.23,5564.58,2023-02-18,West
SALE03058,PRD0153,Books Lite 153,Books,753,Michael Johnson,7,729.74,0.12,4495.2,2023-12-27,West
SALE03059,PRD0072,Toys Classic 72,Toys,783,Amanda Miller,6,303.8,0.16,1531.15,2023-06-01,West
SALE03060,PRD0138,Food Max 138,Food,674,Jane Williams,10,228.49,0.04,2193.5,2023-12-18,North
SALE03061,PRD0146,Clothing Plus 146,Clothing,649,Michael Martinez,2,621.13,0.09,1130.46,2023-08-17,South
SALE03062,PRD0060,Clothing Max 60,Clothing,415,Chris Martinez,1,108.06,0.23,83.21,2023-04-22,West
SALE03063,PRD0155,Food Classic 155,Food,959,Jane Johnson,1,844.7,0.17,701.1,2023-04-14,East
SALE03064,PRD0198,Toys Pro 198,Toys,744,John Miller,8,391.68,0.08,2882.76,2023-09-29,East
SALE03065,PRD0128,Food Plus 128,Food,471,Jessica Williams,8,999.18,0.29,5675.34,2023-06-12,North
SALE03066,PRD0148,Toys Pro 148,Toys,200,Michael Jones,7,610.93,0.05,4062.68,2023-07-28,South
SALE03067,PRD0118,Electronics Lite 118,Electronics,432,Chris Brown,2,990.65,0.22,1545.41,2023-12-26,West
SALE03068,PRD0014,Books Plus 14,Books,626,Chris Garcia,2,681.83,0.15,1159.11,2023-08-02,East
SALE03069,PRD0167,Electronics Max 167,Electronics,184,John Johnson,7,547.61,0.06,3603.27,2023-09-02,East
SALE03070,PRD0009,Food Lite 9,Food,342,David Rodriguez,10,177.47,0.19,1437.51,2023-02-10,West
SALE03071,PRD0129,Food Max 129,Food,159,David Davis,6,698.9,0.2,3354.72,2023-01-02,South
SALE03072,PRD0167,Electronics Max 167,Electronics,429,Sarah Brown,9,547.61,0.16,4139.93,2023-11-05,West
SALE03073,PRD0177,Books Ultra 177,Books,936,Michael Rodriguez,7,823.17,0.02,5646.95,2023-09-22,West
SALE03074,PRD0038,Clothing Classic 38,Clothing,960,Amanda Jones,7,857.99,0.12,5285.22,2023-02-12,East
SALE03075,PRD0183,Toys Classic 183,Toys,940,David Johnson,9,864.73,0.09,7082.14,2023-10-03,South
SALE03076,PRD0147,Home Pro 147,Home,147,John Martinez,8,15.83,0.19,102.58,2023-03-15,West
SALE03077,PRD0013,Toys Classic 13,Toys,76,Matthew Johnson,4,851.55,0.22,2656.84,2023-12-12,East
SALE03078,PRD0033,Electronics Lite 33,Electronics,627,Emily Jones,1,453.85,0.29,322.23,2023-07-05,East
SALE03079,PRD0183,Toys Classic 183,Toys,412,Jane Brown,7,864.73,0.11,5387.27,2023-03-07,East
SALE03080,PRD0153,Books Lite 153,Books,185,Amanda Smith,1,729.74,0.21,576.49,2023-10-19,South
SALE03081,PRD0137,Electronics Pro 137,Electronics,639,Chris Rodriguez,6,644.14,0.16,3246.47,2023-02-26,North
SALE03082,PRD0163,Electronics Lite 163,Electronics,729,John Brown,1,208.21,0.03,201.96,2023-07-26,West
SALE03083,PRD0041,Food Lite 41,Food,293,John Martinez,3,505.65,0.18,1243.9,2023-10-14,South
SALE03084,PRD0129,Food Max 129,Food,830,Sarah Williams,8,698.9,0.24,4249.31,2023-12-18,South
SALE03085,PRD0084,Toys Plus 84,Toys,884,Jessica Rodriguez,8,307.35,0.13,2139.16,2023-07-04,East
SALE03086,PRD0192,Home Plus 192,Home,71,Jessica Smith,3,802.97,0.1,2168.02,2023-11-11,South
SALE03087,PRD0020,Clothing Ultra 20,Clothing,472,Michael Davis,8,82.23,0.1,592.06,2023-07-02,East
SALE03088,PRD0131,Electronics Lite 131,Electronics,1,Jane Davis,4,221.99,0.16,745.89,2023-07-01,West
SALE03089,PRD0026,Clothing Lite 26,Clothing,403,David Jones,5,550.24,0.09,2503.59,2023-07-25,East
SALE03090,PRD0087,Books Pro 87,Books,747,Matthew Jones,6,445.38,0.08,2458.5,2023-10-17,East
SALE03091,PRD0196,Books Classic 196,Books,881,Chris Johnson,8,690.98,0.14,4753.94,2023-04-07,South
SALE03092,PRD0107,Toys Classic 107,Toys,367,Sarah Brown,3,665.02,0.23,1536.2,2023-10-09,North
SALE03093,PRD0114,Electronics Classic 114,Electronics,780,Jane Garcia,8,77.56,0.04,595.66,2023-01-20,North
SALE03094,PRD0106,Electronics Lite 106,Electronics,143,John Miller,10,95.07,0.04,912.67,2023-10-12,West
SALE03095,PRD0098,Electronics Max 98,Electronics,896,Chris Williams,6,365.15,0.26,1621.27,2023-09-10,North
SALE03096,PRD0135,Books Plus 135,Books,116,Emily Williams,9,361.74,0.2,2604.53,2023-07-31,South
SALE03097,PRD0014,Books Plus 14,Books,172,Michael Rodriguez,4,681.83,0.1,2454.59,2023-06-20,East
SALE03098,PRD0073,Food Plus 73,Food,254,Sarah Miller,2,406.34,0.11,723.29,2023-06-08,West
SALE03099,PRD0016,Electronics Max 16,Electronics,551,Jessica Jones,10,703.57,0.18,5769.27,2023-05-21,West
SALE03100,PRD0139,Electronics Lite 139,Electronics,757,Chris Martinez,9,890.61,0.12,7053.63,2023-09-15,North
SALE03101,PRD0008,Clothing Classic 8,Clothing,695,Amanda Martinez,5,866.29,0.16,3638.42,2023-03-19,North
SALE03102,PRD0177,Books Ultra 177,Books,716,Sarah Garcia,10,823.17,0.05,7820.11,2023-11-07,South
SALE03103,PRD0130,Food Classic 130,Food,921,Michael Johnson,10,993.32,0.26,7350.57,2023-05-26,North
SALE03104,PRD0078,Food Ultra 78,Food,795,Chris Smith,4,413.44,0.12,1455.31,2023-12-27,West
SALE03105,PRD0100,Electronics Classic 100,Electronics,74,Sarah Johnson,1,619.04,0.15,526.18,2023-09-02,West
SALE03106,PRD0191,Clothing Classic 191,Clothing,399,Jessica Williams,5,625.22,0.04,3001.06,2023-02-24,South
SALE03107,PRD0043,Home Ultra 43,Home,418,Sarah Williams,6,773.4,0.19,3758.72,2023-10-19,West
SALE03108,PRD0019,Clothing Ultra 19,Clothing,351,Michael Rodriguez,10,341.89,0.11,3042.82,2023-08-19,North
SALE03109,PRD0021,Books Max 21,Books,245,David Martinez,7,706.13,0.16,4152.04,2023-03-17,West
SALE03110,PRD0128,Food Plus 128,Food,876,Michael Smith,2,999.18,0.05,1898.44,2023-12-29,East
SALE03111,PRD0036,Books Pro 36,Books,120,Emily Rodriguez,6,639.64,0.22,2993.52,2023-04-11,South
SALE03112,PRD0131,Electronics Lite 131,Electronics,818,John Smith,8,221.99,0.09,1616.09,2023-03-09,North
SALE03113,PRD0023,Toys Plus 23,Toys,770,Michael Rodriguez,4,225.74,0.04,866.84,2023-09-28,West
SALE03114,PRD0134,Electronics Max 134,Electronics,558,Jessica Rodriguez,7,516.56,0.22,2820.42,2023-07-27,West
SALE03115,PRD0034,Books Ultra 34,Books,765,Chris Jones,1,636.91,0.09,579.59,2023-05-02,East
SALE03116,PRD0061,Toys Max 61,Toys,715,Chris Rodriguez,2,739.54,0.19,1198.05,2023-11-28,East
SALE03117,PRD0106,Electronics Lite 106,Electronics,567,Jane Martinez,10,95.07,0.15,808.09,2023-12-10,North
SALE03118,PRD0043,Home Ultra 43,Home,743,Chris Brown,2,773.4,0.18,1268.38,2023-04-21,North
SALE03119,PRD0186,Home Plus 186,Home,133,John Williams,2,554.0,0.16,930.72,2023-11-19,South
SALE03120,PRD0095,Toys Classic 95,Toys,928,Chris Davis,7,682.99,0.1,4302.84,2023-09-15,West
SALE03121,PRD0097,Toys Lite 97,Toys,326,Jane Williams,6,51.42,0.21,243.73,2023-02-04,South
SALE03122,PRD0112,Books Pro 112,Books,700,Jessica Rodriguez,4,820.78,0.18,2692.16,2023-06-28,North
SALE03123,PRD0068,Toys Max 68,Toys,74,Sarah Johnson,4,767.28,0.01,3038.43,2023-10-01,South
SALE03124,PRD0031,Home Pro 31,Home,957,Matthew Miller,1,972.95,0.18,797.82,2023-06-27,South
SALE03125,PRD0128,Food Plus 128,Food,559,Sarah Rodriguez,3,999.18,0.04,2877.64,2023-07-25,North
SALE03126,PRD0186,Home Plus 186,Home,870,David Smith,7,554.0,0.26,2869.72,2023-06-11,East
SALE03127,PRD0186,Home Plus 186,Home,578,Matthew Johnson,3,554.0,0.22,1296.36,2023-04-20,North
SALE03128,PRD0172,Food Plus 172,Food,872,Chris Johnson,10,180.02,0.03,1746.19,2023-09-13,South
SALE03129,PRD0163,Electronics Lite 163,Electronics,186,Sarah Davis,7,208.21,0.19,1180.55,2023-10-12,South
SALE03130,PRD0075,Toys Classic 75,Toys,316,David Williams,6,471.31,0.22,2205.73,2023-09-28,East
SALE03131,PRD0181,Home Ultra 181,Home,499,Matthew Williams,7,503.53,0.02,3454.22,2023-05-10,South
SALE03132,PRD0163,Electronics Lite 163,Electronics,504,Emily Garcia,3,208.21,0.24,474.72,2023-03-03,North
SALE03133,PRD0123,Home Lite 123,Home,40,John Martinez,8,764.88,0.03,5935.47,2023-12-12,South
SALE03134,PRD0075,Toys Classic 75,Toys,39,Sarah Rodriguez,8,471.31,0.12,3318.02,2023-09-19,East
SALE03135,PRD0098,Electronics Max 98,Electronics,923,Emily Martinez,8,365.15,0.01,2891.99,2023-01-20,West
SALE03136,PRD0121,Books Max 121,Books,440,Sarah Williams,5,914.23,0.01,4525.44,2023-04-16,South
SALE03137,PRD0067,Home Ultra 67,Home,349,Michael Smith,2,787.94,0.12,1386.77,2023-04-17,North
SALE03138,PRD0185,Clothing Lite 185,Clothing,945,Sarah Williams,8,573.27,0.02,4494.44,2023-03-08,North
SALE03139,PRD0086,Clothing Ultra 86,Clothing,75,John Brown,1,954.2,0.09,868.32,2023-10-25,East
SALE03140,PRD0113,Home Plus 113,Home,24,John Smith,7,460.17,0.21,2544.74,2023-09-23,West
SALE03141,PRD0085,Books Classic 85,Books,594,Jane Miller,6,577.16,0.18,2839.63,2023-09-04,North
SALE03142,PRD0102,Toys Lite 102,Toys,373,Amanda Martinez,6,273.56,0.22,1280.26,2023-08-07,North
SALE03143,PRD0195,Home Ultra 195,Home,793,Emily Rodriguez,7,589.09,0.21,3257.67,2023-08-07,South
SALE03144,PRD0155,Food Classic 155,Food,587,Amanda Smith,1,844.7,0.27,616.63,2023-12-18,West
SALE03145,PRD0134,Electronics Max 134,Electronics,60,Michael Rodriguez,4,516.56,0.28,1487.69,2023-03-08,North
SALE03146,PRD0170,Home Max 170,Home,558,Jessica Rodriguez,5,422.68,0.0,2113.4,2023-04-25,North
SALE03147,PRD0181,Home Ultra 181,Home,497,John Garcia,8,503.53,0.12,3544.85,2023-02-25,West
SALE03148,PRD0174,Home Ultra 174,Home,372,David Martinez,2,557.04,0.29,791.0,2023-02-09,North
SALE03149,PRD0056,Food Pro 56,Food,405,Michael Jones,8,900.75,0.26,5332.44,2023-03-05,West
SALE03150,PRD0155,Food Classic 155,Food,396,Chris Williams,5,844.7,0.29,2998.68,2023-12-02,West
SALE03151,PRD0126,Food Pro 126,Food,65,David Johnson,4,224.78,0.27,656.36,2023-02-11,East
SALE03152,PRD0015,Food Ultra 15,Food,685,Amanda Jones,3,537.47,0.19,1306.05,2023-06-03,West
SALE03153,PRD0077,Books Ultra 77,Books,580,Michael Davis,5,929.25,0.05,4413.94,2023-12-23,West
SALE03154,PRD0058,Books Plus 58,Books,7,Sarah Rodriguez,4,228.09,0.06,857.62,2023-08-28,North
SALE03155,PRD0174,Home Ultra 174,Home,26,David Williams,9,557.04,0.11,4461.89,2023-01-09,West
SALE03156,PRD0080,Clothing Ultra 80,Clothing,693,Emily Martinez,1,253.43,0.3,177.4,2023-07-16,West
SALE03157,PRD0037,Toys Max 37,Toys,387,Chris Brown,3,390.78,0.15,996.49,2023-10-13,West
SALE03158,PRD0166,Home Plus 166,Home,676,Chris Johnson,7,257.88,0.02,1769.06,2023-12-29,North
SALE03159,PRD0037,Toys Max 37,Toys,728,John Garcia,1,390.78,0.13,339.98,2023-12-05,East
SALE03160,PRD0089,Books Classic 89,Books,3,Jane Jones,4,600.78,0.22,1874.43,2023-05-24,North
SALE03161,PRD0044,Electronics Classic 44,Electronics,431,Amanda Jones,3,889.26,0.13,2320.97,2023-07-15,West
SALE03162,PRD0159,Clothing Classic 159,Clothing,231,David Williams,9,716.59,0.05,6126.84,2023-10-24,East
SALE03163,PRD0123,Home Lite 123,Home,406,Chris Jones,2,764.88,0.23,1177.92,2023-05-12,South
SALE03164,PRD0112,Books Pro 112,Books,269,Emily Williams,8,820.78,0.09,5975.28,2023-09-27,East
SALE03165,PRD0147,Home Pro 147,Home,40,John Martinez,2,15.83,0.05,30.08,2023-02-14,South
SALE03166,PRD0187,Electronics Ultra 187,Electronics,972,Chris Johnson,5,76.92,0.07,357.68,2023-12-27,South
SALE03167,PRD0113,Home Plus 113,Home,155,Emily Davis,8,460.17,0.25,2761.02,2023-10-15,North
SALE03168,PRD0135,Books Plus 135,Books,664,Matthew Johnson,10,361.74,0.04,3472.7,2023-10-02,North
SALE03169,PRD0158,Home Plus 158,Home,49,John Smith,5,725.39,0.07,3373.06,2023-02-15,East
SALE03170,PRD0035,Books Pro 35,Books,49,John Smith,8,764.55,0.1,5504.76,2023-12-10,North
SALE03171,PRD0144,Clothing Plus 144,Clothing,503,Jessica Jones,1,253.14,0.15,215.17,2023-02-03,North
SALE03172,PRD0129,Food Max 129,Food,493,Chris Martinez,8,698.9,0.05,5311.64,2023-09-17,North
SALE03173,PRD0104,Food Plus 104,Food,899,David Brown,10,724.61,0.22,5651.96,2023-12-02,South
SALE03174,PRD0189,Clothing Max 189,Clothing,993,Chris Jones,3,238.27,0.29,507.52,2023-10-04,East
SALE03175,PRD0169,Toys Ultra 169,Toys,68,Emily Brown,7,348.5,0.08,2244.34,2023-02-04,South
SALE03176,PRD0094,Books Lite 94,Books,696,John Jones,5,454.11,0.28,1634.8,2023-09-28,North
SALE03177,PRD0129,Food Max 129,Food,309,Emily Brown,4,698.9,0.19,2264.44,2023-02-27,West
SALE03178,PRD0116,Toys Plus 116,Toys,768,Sarah Miller,6,602.78,0.06,3399.68,2023-03-22,South
SALE03179,PRD0102,Toys Lite 102,Toys,128,Michael Davis,9,273.56,0.15,2092.73,2023-11-17,East
SALE03180,PRD0164,Toys Pro 164,Toys,800,Michael Miller,2,566.55,0.2,906.48,2023-08-08,East
SALE03181,PRD0043,Home Ultra 43,Home,322,Jessica Smith,4,773.4,0.01,3062.66,2023-06-07,West
SALE03182,PRD0015,Food Ultra 15,Food,503,Jessica Jones,3,537.47,0.18,1322.18,2023-07-23,North
SALE03183,PRD0188,Toys Ultra 188,Toys,499,Matthew Williams,3,332.44,0.29,708.1,2023-12-19,West
SALE03184,PRD0073,Food Plus 73,Food,59,Michael Miller,4,406.34,0.03,1576.6,2023-04-10,South
SALE03185,PRD0174,Home Ultra 174,Home,213,Jane Smith,1,557.04,0.21,440.06,2023-02-14,West
SALE03186,PRD0161,Electronics Plus 161,Electronics,743,Chris Brown,9,498.33,0.23,3453.43,2023-12-03,South
SALE03187,PRD0008,Clothing Classic 8,Clothing,741,Emily Miller,9,866.29,0.18,6393.22,2023-10-30,East
SALE03188,PRD0138,Food Max 138,Food,750,David Williams,4,228.49,0.01,904.82,2023-01-03,South
SALE03189,PRD0199,Toys Max 199,Toys,507,Jessica Brown,6,152.82,0.13,797.72,2023-05-11,South
SALE03190,PRD0052,Books Lite 52,Books,61,John Davis,9,840.24,0.13,6579.08,2023-09-21,South
SALE03191,PRD0080,Clothing Ultra 80,Clothing,951,Chris Johnson,5,253.43,0.14,1089.75,2023-05-20,North
SALE03192,PRD0133,Food Max 133,Food,836,Matthew Miller,2,10.77,0.14,18.52,2023-11-22,West
SALE03193,PRD0173,Books Classic 173,Books,608,Emily Jones,4,116.92,0.29,332.05,2023-10-07,East
SALE03194,PRD0191,Clothing Classic 191,Clothing,759,Jane Jones,1,625.22,0.18,512.68,2023-05-27,West
SALE03195,PRD0129,Food Max 129,Food,598,Amanda Brown,2,698.9,0.04,1341.89,2023-12-09,East
SALE03196,PRD0150,Home Lite 150,Home,119,Amanda Brown,8,871.55,0.23,5368.75,2023-11-24,East
SALE03197,PRD0045,Toys Lite 45,Toys,321,Sarah Brown,3,788.89,0.09,2153.67,2023-12-20,East
SALE03198,PRD0005,Electronics Lite 5,Electronics,905,Jessica Davis,3,238.32,0.22,557.67,2023-03-31,South
SALE03199,PRD0009,Food Lite 9,Food,694,Sarah Miller,2,177.47,0.04,340.74,2023-01-12,West
SALE03200,PRD0200,Food Ultra 200,Food,836,Matthew Miller,10,450.99,0.26,3337.33,2023-05-23,East
SALE03201,PRD0019,Clothing Ultra 19,Clothing,312,Jessica Rodriguez,5,341.89,0.15,1453.03,2023-04-01,North
SALE03202,PRD0118,Electronics Lite 118,Electronics,895,Amanda Williams,3,990.65,0.24,2258.68,2023-07-28,East
SALE03203,PRD0080,Clothing Ultra 80,Clothing,172,Michael Rodriguez,10,253.43,0.14,2179.5,2023-09-05,West
SALE03204,PRD0024,Home Pro 24,Home,116,Emily Williams,6,943.79,0.09,5153.09,2023-11-08,North
SALE03205,PRD0069,Books Pro 69,Books,549,Amanda Martinez,4,503.54,0.28,1450.2,2023-01-13,South
SALE03206,PRD0016,Electronics Max 16,Electronics,241,Emily Martinez,9,703.57,0.07,5888.88,2023-08-13,West
SALE03207,PRD0152,Electronics Classic 152,Electronics,389,David Brown,5,699.16,0.07,3251.09,2023-02-16,South
SALE03208,PRD0195,Home Ultra 195,Home,747,Matthew Jones,5,589.09,0.28,2120.72,2023-10-10,North
SALE03209,PRD0195,Home Ultra 195,Home,149,Matthew Martinez,9,589.09,0.02,5195.77,2023-04-09,South
SALE03210,PRD0043,Home Ultra 43,Home,274,Jessica Smith,4,773.4,0.27,2258.33,2023-03-24,North
SALE03211,PRD0082,Home Max 82,Home,904,Michael Brown,6,978.26,0.04,5634.78,2023-06-10,South
SALE03212,PRD0132,Electronics Ultra 132,Electronics,670,David Jones,8,531.37,0.24,3230.73,2023-01-21,North
SALE03213,PRD0028,Clothing Pro 28,Clothing,478,Sarah Johnson,1,628.15,0.28,452.27,2023-06-21,West
SALE03214,PRD0041,Food Lite 41,Food,736,Jessica Garcia,5,505.65,0.28,1820.34,2023-12-07,East
SALE03215,PRD0193,Food Plus 193,Food,653,Matthew Williams,8,541.0,0.1,3895.2,2023-03-03,South
